word,sentence,wakati
いらいら,"とどめ は 、 ち ぇっくいんの 際 に ふろ ん と の 係員 から 理由 に も なら ない 言い訳 を ぐだぐだ 聞かさ れ 「 もっと いらいら さ せ たい の です か 」 と 言わ ざる を 得 なかっ た ', 
",1
いらいら,"その お陰 で 家族 で の 会話 も かきけさ れ 、 嫌 な 話し だけ が 耳 に 入り いらいら し た 状態 で 食事 が 進み ませ ん でし た ', 
",1
いらいら,"その こと を 把握 し て いる なら 始め から 対処 すれ ば いい の で は ？ ち ゃんねるがなかなかちぇんじ 出来 ない ので 、 ちゃん ねる を 変える 度 に いらいら し まし た ', 
",1
いらいら,"２ ０ 年 近く 前 から \ u 3000 利用 し て い ます が \ u 3000 今回 の 部屋 は \ u 3000 ず ～ っと 雨漏り の 音 の よう な \ u 3000 ぎしぎし する 音 が \ u 3000 部屋 に 居る 間 \ u 3000 し て い て いらいら し まし た ', 
",1
いらいら,"ふろ ん と の 方 が 、 年配 の 方 です と どうしても べ てら ん だ と 思っ て しまい 、 それなのに 対応 が きちんと さ れ て い ない と 、 余計 に いらいら し て しまい まし た ', 
",1
いらいら,"本当に 台風 だけ でも 残念 な のに 今回 は いらいら し まくり な 宿泊 に なり まし た ', 
",1
いらいら,"更に 領収 書 は 確認 も せ ず に 個人 名 だ し 本当に いらいら と し まし た ', 
",1
いらいら,"時間 も なく 急い で い た ので とても いらいら し まし た ', 
",1
いらいら,"勝手 に つい たり 消え たり し て 、 これ また いらいら の 原因 ', 
",1
いらいら,"こ ない 時 は ５ ， ６ 分 待っ て も 来 ず かなり いらいら し まし た ', 
",1
いらいら,"ず ぼん ぷれっさ ー が 壊れ て たて れ びのりもこんの 反応 が 悪く て 、 いらいら し た ', 
",1
いらいら,"笑顔 一切 なし 、 何 を 聴い て も 、 「 はぁ ～？ っ 」 て 、 感じ で 、 初めて 宿泊 し ので 、 お 風呂 や 、 食事 、 部屋 、 駐車 場 の 使い方 を 聴い た だけ な のに 、 不信 な 顔 ばかり 、 名前 を 書き込み たい くらい いらいら し て い ます が 、 、 、 辞め て おき ます ', 
",1
いらいら,"設備 は 、 危険 性 を 感じ まし た 、 １ ふろ あの 室 数 に対して 、 えれ べ ー た ー の 稼働 能力 が 低く 大変 待たさ れ いらいら と 恐怖 感 は 絶大 です ', 
",1
いらいら,"ち ぇっくいんの 際 、 いらいら し て い た の か 書類 や 会計 用 の と れい を ばたばた と 投げ て むっと し ながら 対応 ', 
",1
いらいら,"他 の あ ぱ も 同様 な の でしょ う か ？ 特に 、 この ほてる は 超 高層 な のに 、 4 台 しか えれ べ ー た が ない ため 、 移動 の 不便 さ に は 、 いらいら し まし た ', 
",1
いらいら,"さらに 、 えれ べ ー た が なかなか 来 なく て いらいら し ます ', 
",1
いらいら,"そもそも 、 大 浴場 へ の 行き帰り の えれ べ ー た を 待つ の に も いらいら さ せ られ まし た し ', 
",1
いらいら,"送迎 ば す の 降車 場所 の 案内 も 分かり づらく 、 聞き 直し たら 、 いらいら し ながら 聞き 直さ れ 、 いらいら が 分かる よう な 返答 を さ れ まし た ', 
",1
いらいら,"送迎 ば す の 降車 場所 の 案内 も 分かり づらく 、 聞き 直し たら 、 いらいら し ながら 聞き 直さ れ 、 いらいら が 分かる よう な 返答 を さ れ まし た ', 
",1
いらいら,"遅く のち ぇっくいん 、 仕事 帰り で くたくた な のに 名前 は 間違える は 、 宿泊 ぷらんも 間違える はで いらいら し まし た ', 
",1
いらいら,"今 まで に 止まっ た ほてる で 一番 狭い 部屋 な のに ， 非常 に 高い の が とても 残念 ． また 見た目 は 綺麗 に 清掃 さ れ て い た が ， だに あれる ぎ ー を 持つ 私 に は 十分 で は なかっ た ． 大 浴場 も 混雑 し すぎ で ， ゆっくり 入る の は 不可能 時間 によって はえれ べ ー た ー が なかなか 来 ない 上 に ， 来 て も 満員 で 乗れ ず ， 非常 に いらいら し た ． 朝食 は ， 内容 は 充実 し て い て おいしかっ た が ， 交通 整理 が 悪く ， 入り口 付近 の さら だ ば ー で 長蛇 の 列 奥 の ご飯 や ぱんこ ー なー 付近 は がらがら で ， 人 によって は 時間 の 無駄 に なっ て い た ． ', 
",1
いらいら,"ここ で １ 万 ３ 千 円 払う の で あれ ば 遠く で ほてる を 取っ て たくし ー を 使っ た 方 が 安上がり で よっぽど まし ！ いらいら し て 全然 疲れ が 取れ ませ ん でし た ', 
",1
いらいら,"いらいら する くらい です ', 
",1
いらいら,"なので 、 いらいら や 疲れ は 避け たかっ た の です が 、 安らぎ と は 程遠い もの でし た ', 
",1
いらいら,"お 部屋 は 綺麗 でし た が 、 部屋 に 入る まで の 時間 が 長 過ぎ て いらいら し まし た ', 
",1
いらいら,"他 の 評価 は 、 大 浴場 も あっ て 部屋 も 綺麗 な ので 設備 面 は ぼちぼち 良い の です が 、 脱衣 場 に たおる が 散乱 し て て 汚い こと とえれ べ ー た ー の 階数 表示 が 外 に 無い ので 待ち時間 の 予測 が でき ず いらいら し ます ', 
",1
いらいら,"結局 音 は 鳴り 止ま ず 、 いらいら し た 気持ち が 強く なり 、 寝 れ ませ ん でし た ', 
",1
いらいら,"夕方 、 部屋 に 戻っ た が たおる は なく 、 べ っ どの 固 さ も かわり なく 、 寝不足 で いらいら し て い た 私 は 夕食 に 出かける 時 、 ふろ ん と の 男性 に 、 内容 を 伝え 、 多少 、 語気 を 強め 頼み ます と お願い し まし た ', 
",1
いらいら,"無駄 に 人数 だけ ふろ ん と の 中 に 居 て （ ６ 人 くらい 居 た ） 実働 し て いる 人 が ３ 人 ってな ん です か ？ ち ぇっくいん 待ち の 列 が 見え て い ない ん でしょ う か ？ 今 まで 色々 な ほてる 利用 し まし た がち ぇっくいんの 時 から いらいら し て しまっ て 全然 楽しく なかっ た です ', 
",1
いらいら,"あわせ て 朝食 会場 で 順番 待ち に なり まし た が 、 空席 が いくつ も ある の に すむ ー ず な 案内 が なさ れ ず 、 皆さん いらいら し ながら 待っ て まし た ', 
",1
いらいら,"私 は こちら の ほてる を 利用 する の は 初めて だっ た ため 、 聞き たい 事 が あり 、 質問 を する と いらいら し た 感じ で 、 とても 不快 に 思い まし た ', 
",1
いらいら,"市内 を 何 度 も 行っ たり 来 たり し て いらいら し た 気持ち が 、 その後 の 旅行 の 楽し さ を 半減 さ せ て しまい まし た ', 
",1
いらいら,"しゃ わ ー の 圧力 が 弱く 、 いらいら し た ', 
",1
いらいら,"まず 、 えれ べ ー た ー が 1 基 しか なく 速度 が 遅い ため えらい 待たさ れる の は いらいら し た ', 
",1
いらいら,"人手 が 足り なく て いらいら し て そんな 態度 な の か 、 そもそも 仕事 し たく ない の か ', 
",1
いらいら,"都会 の びじねすほてるなので 仕方 ない の か と 思い ます が 、 なんせ 狭 すぎ て いらいら が つのる ばかり ', 
",1
いらいら,"２ ） 水道 の 蛇口 が 普通 の もの と は 逆 （ 反 時計 回り ） で 、 大変 使い づらく 毎回 いらいら し まし た ', 
",1
いらいら,"何 度 流し て もと いれ っと ぺ ー ぱ ー が 流れ きら ず 、 いらいら し まし た ', 
",1
いらいら,"びじねすでの 利用 の 場合 に は 部屋 で の 書類作成 や 電話 打合せ など が ある の です が 、 いらいら し まし た ', 
",1
いらいら,"早く 部屋 に 連れ て 行っ て あやし たかっ た のに 、 ち ぇっくいんの 段階 で 2 重 3 重 に いらいら さ せ られ た ', 
",1
いらいら,"いらいら ばっかり で 今 まで 楽しかっ た 旅行 が 台無し ', 
",1
いらいら,"ち ぇっくいんの 際 、 自分 が もたつい て 同じ 質問 を ふろ ん と の 男性 に し て しまっ た ところ 明らか に いらいら し て いる 態度 で 回答 さ れ まし た ', 
",1
いらいら,"妻 が いらいら し て 機嫌 が 悪く なり まし た ', 
",1
いらいら,"ただ で さえ 狭い の に 座っ て ひざ の 位置 に と いれ っと ぺ ー ぱ ー が あり 、 まっすぐ 座れ ず いらいら し まし た ', 
",1
いらいら,"脱衣 所 も 他 の 人 が いる と 自分 のろっ か ー の 荷物 が 取れ ず 、 状況 によって は 風呂 上がり の 裸 で 待つ はめ に ！ ！ 最後 は 、 有線 LAN が 遅 すぎる ！ ！ 電話 回線 時代 の 遅い ね っと 回線 を 彷彿 さ せる か の いらいら する 速度 に 最悪 でし た ', 
",1
いらいら,"部屋 で は 携帯 の ば いぶ 音 の 短い よう な ぶん と かぶ ぶ ーー ん とか っていう 音 が ずーっと 鳴っ て 気 に なり いらいら し まし た ', 
",1
いらいら,"いらいら し まし た ', 
",1
いらいら,"今回 は 暑い 部屋 で いらいら し て 過ごし た 事 しか 記憶 に 残り ませ ん でし た ', 
",1
いらいら,"いつも 感じる こと は 、 ち ぇっくいんで 待たさ れ ふろ ん と の 対応 に いらいら さ せ られる こと ', 
",1
いらいら,"空い て いる 席 に 早く 誘導 すれ ば いい のに 、 と みんな いらいら ', 
",1
いらいら,"えれ べ ー た の 待ち時間 が 長く いらいら し まし た ', 
",1
いらいら,"待ち時間 が 長く いらいら し て しまう ', 
",1
いらいら,"ただ 、 私 は 何やら いらいら し た ので 、 もう 泊まら ない と 思い ます ', 
",1
いらいら,"新しい から 綺麗 で いい です 、 ふろ ん と が 受付 中 に 電話 応対 が 長い 話 が 長い から 、 ち ぇっくいんに 無駄 時間 が かかる 、 す ぴ ー ど 感 が 無い 、 私 は す ぴ ー ど が 一番 の さ ー びす 、 遅い の は いらいら する ', 
",1
いらいら,"朝食 に関する 説明 も 漏れ て い まし た し ・ ・ ・ いらいら さ せ られる 滞在 でし た ', 
",1
いらいら,"夜中 まで 、 となり の 部屋 が やかましく いらいら し た ', 
",1
いらいら,"館内 Wi - Fi 有り と の 事 で 自前 の Wi - Fi を 充電 さ せよ う と 思っ た が 、 通信 状態 が 悪く 動画 は 勿論 の 事 普通 に ねっ と する の も 遅く て いらいら し た ', 
",1
いらいら,"しゃ わ ー の 湯量 が 「 強 」 か 「 弱 」 に しか 調節 でき ず 終始 いらいら ', 
",1
いらいら,"3 、 しゃ わ ー の 水圧 ？ 勢い ない ！ 使っ て て いらいら し まし た ', 
",1
いらいら,"また 、 ぽっと は しん ぐる 部屋 に し て は 大き 過ぎる くらい です が 、 押し て も いらいら する 位 い 少量 しか 出 ませ ん でし た ', 
",1
いらいら,"ただ 、 さ ー びす について は 正直 いらいら し た 事 も ', 
",1
いらいら,"とにかく 古い ・ ・ ・ まぁ 古い の は 仕方 が ない として ・ ・ ・ ち ぇっくいんで 当たり前 の よう に 行列 作ら さ れ て ・ ・ ・ 少し いらいら ', 
",1
いらいら,"びじねすほてるなのに Ｗ ｉ － Ｆｉ が ものすごく 遅く いらいら し まし た 
",1
へらへら,"待た せ すぎ だ と 文句 を 言っ た が ただ へらへら し て いる だけ ', 
",1
へらへら,"また 、 従業 員 も ３ 名 いる に も かかわら ず へらへら し て いる し 、 髪型 も 金髪 ？ っぽい 男性 ', 
",1
へらへら,"くれ じ っと か ー ど 決済 を 何 度 も 失敗 さ れ て い まし た が 、 隣 の 従業 員 と へらへら 笑っ て 済ませ て こちら に は 謝罪 も なし ', 
",1
へらへら,"部屋 を 変え て もらっ た が 、 対応 の 従業 員 は 悪 ぶれ も せ ず へらへら と 謝っ てる ふり で 誠意 が 感じ られ ませ ん でし た ', 
",1
へらへら,"その後 、 移動 に 立ち会っ た の は 、 あの へらへら 従業 員 
",1
だらだら,"まるで あと らく しょ ん 待ち の よう に 長蛇 の 列 に だらだら と 30 分 程 並び ようやく 案内 ', 
",1
だらだら,"丁度 混む 時間 だっ た ので 多少 待つ の は 仕方 あり ませ ん が 、 ここ まで 待っ た の は どう 見 て も 従業 員 が だらだら 動い て いる 感じ が 丸 わかり でし た ', 
",1
だらだら,"ち ぇっくいん 時 に 込み合っ て い た のに 、 だらだら し て 待たさ れ た の も 残念 でし た ', 
",1
だらだら,"（ １ ） か ー てん 下部 の 髪の毛 の 張り 付き 残り 、 （ ２ ） から ん 根元 から の だらだら と し た 水 漏れ で 、 洗面 台 上面 左 が 水浸し に なり ゆ に っと ば す の 床 に ぽたぽた 落ち まし た ', 
",1
だらだら,"客室 の 大き さ を 考える と 
",0
だらだら,"てれ びも 小さく 極めて 昭和 的 で ある ち ぇっくいんの 前 に 
",0
だらだら,"黒 服 の 男性 と ろ び ー で 会う が 挨拶 は 全く 無く 
",0
だらだら,"ち ぇっくいんの 男性 も だらだら ち ぇっくいん ', 
",1
だらだら,"（ 風呂 場 は 特に ）\ u 3000 それ から 、 歯磨き 用 の こっ ぷ に 、 歯磨き粉 と 唾液 の 混ざっ た 状態 の かたまり が だらだら と 付着 し て い まし た ', 
",1
だらだら,"客 が 数 名 待っ て いる の に だらだら と 先客 に 説明 し て おり 、 てきぱき し た 対応 が のぞま れる ', 
",1
だらだら,"帰りがけ に 清掃 担当 の 方 に すれ違い まし た が 、 こちら を ちら 見 し て 無視 し た 挙句 廊下 で 堂々 とけ ー たい いじっ て だらだら し て まし た ', 
",1
だらだら,"れ す と らん の 人員 が 少な すぎ て 、 れ じ で ぱにくった 女性 すたっ ふ 一 人 の 時 の 訪店 で 、 入り口 で 「 あい てる 席 に どうぞ ！ 」 と の 指示 に従い 比較的 目立つ 席 に 着き 待 き 、 待つ こと 10 分 過ぎ 、 後 から 入っ た 客 に 先 に 声 を かけ たり 、 裏 から だらだら 出 て き た 新人 風 の すたっ ふとし ぇふ 帽 を かぶっ た すたっ ふ が 近く を 通っ て も 、 て ー ぶる の 出し て すたっ ふ を 見 て い て も 、 目線 に も 食券 に は 気づか ず 無視 が 継続 … ', 
",1
だらだら,"とても やる気 が なく 、 だらだら し て いる 
",1
ばたばた,"部屋 が 綺麗 な だけ お ー ぷん 時 の ばたばた 感 が 残念 ', 
",1
ばたばた,"ち ぇっくいんの 時 、 混雑 を し て ふろ ん と すたっ ふ は 、 ばたばた し て い て あまり 対応 は よく ない です ', 
",1
ばたばた,"親子 2 人 で 荷 下ろし ばたばた し て たら 急が ない で 大丈夫 と 言っ て くれ たり 気持ち良い 接客 でし た ', 
",1
ばたばた,"朝飯 も 取れ ず 、 終始 ばたばた ～', 
",1
ばたばた,"部屋 の 照明 が 消え 、 てれ び も 消え 、 危険 を 感じ 身 を 構え た の です が 、 部屋 に 人 が 居る の に びっくり し た の か 、 慌て て き ー を 元 に 戻し 、 何 も 言わ ず ど あ を ば たんと 思いっきり 閉め て 出 て 行き 、 ばたばた と 足音 を たて て 他 へ 走り去っ て いき まし た ', 
",1
ばたばた,"ほてる 内 は 各階 に 清掃 用具 が あちこち に 置い た まま に なっ て い て 、 廊下 で は 清掃 員 の 方 たち が ばたばた 清掃 し て い まし た ', 
",1
ばたばた,"私 の 勘違い な の かも しれ ませ ん が 車 を 取り に 行っ た 時 に も 既に ばたばた し て いる 様子 も なく ほてる は 落ちつい た 雰囲気 でし た ', 
",1
ばたばた,"さらに \ u 3000 る ー むき ー の か ー どけ ー す に \ u 3000 朝食 時間 ７ ： ０ ０ ～ ９ ： ３ ０ と なっ て い た のに \ u 3000 朝 ８ ： ５ ８ に 行っ たら \ u 3000９ ： ０ ０ まで です と 言わ れ えれ べ ー た ー 入口 に 書い て ある と 言わ れ \ u 3000 早く 取っ て くれ と 言わ れ 、 食べ られ まし た が 、 周り を ばたばた 片付け て い て \ u 3000 非常 に 嫌 な 思い を し た ', 
",1
ばたばた,"ち ぇっくいんの 際 に 駐車 場 で 私 が ばたばた し て いる 際 に 私 の ぱ ー と なー が 誤っ て 、 現金 で 支払い を 済ませ て しまい まし た ', 
",1
ばたばた,"また 、 翌朝 が 大阪 ま ら そん 当時 だっ た ため 
",0
ばたばた,"朝 早くから ばたばた する 音 で 目 が 覚め 、 二 度 寝 を 試み まし た が 、 えれ べ ー た ー の 到着 音 が ひっきりなし で 、 とても 二 度 寝 どころ で は あり ませ ん でし た ', 
",1
ばたばた,"実際 の ふろ ん と の 受付 は 、 若手 ？ の 教育 中 の よう で 、 ばたばた し て い た が 教育 し て いる 人 が 毎回 お詫び を し て くれ 、 かなり 気 を 使っ て くださっ て い た ので まぁ 何とか ', 
",1
ばたばた,"新 店舗 で ばたばた し てる の は 分かり ます が 、 ばたばた すぎ ます ', 
",1
ばたばた,"新 店舗 で ばたばた し てる の は 分かり ます が 、 ばたばた すぎ ます ', 
",1
ばたばた,"連れ の 者 は 禁煙 を 指定 し て た の です が 、 気 を 遣っ て いただい た ？ の か 喫煙 者 の 私 と 同じ ふろ あー の 部屋 を 案内 さ れ 、 匂い が 気 に なっ た らしく 夜中 に 部屋 を 代っ たり とか ばたばた し て た みたい です ', 
",1
ばたばた,"れ す と らん の 下 の 部屋 らしく 、 また 当日 は ぱ ー て ぃ ー も やっ て い た そう で 足音 が うるさく ぱ ー て ぃ ー 終了 後 は さらに ど どんど どんと わ ご ん か 何 か の 音 と ばたばた 走る 音 で 腹 が 立つ ほど の 騒音 が 10 時半 過ぎ まで 続き まし た ', 
",1
ばたばた,"借金 の 取り立て 屋 か ？ ど あ を 開ける と 「 お 掃除 どう さ れ ます か ？ 」 … だって もちろん やってくれ と 言い まし たら 、 まだ 私 が 部屋 の 中 に 居る って のに 、 布団 を ばたばた 窓 の 開か ない 高層 ほてる だって のに 、 ほこり っぽ いっ たら ありゃ し ない ', 
",1
ばたばた,"いつ まで も 、 ばたばた し て いる の を 待た せ られる の は 、 やはり 不快 でし た ', 
",1
ばたばた,"まだ 食事 中 な のに ９ 時 前 くらい から 閉店 準備 で 従業 員 が ばたばた と うるさく て 最悪 な 店 だっ た ', 
",1
ばたばた,"おかげ で あ ふた ー 6 の 時間 に も 間に合わ ず ばたばた し まし た ', 
",1
ばたばた,"朝 9 時 頃 に 始まる 清掃 員 が ばたばた し て ゆっくり 寝 れ ない ', 
",1
ばたばた,"店内 も れい あう と が 悪い の か ？ ばたばた ', 
",1
ばたばた,"ち ぇっくいんの 際 、 いらいら し て い た の か 書類 や 会計 用 の と れい を ばたばた と 投げ て むっと し ながら 対応 ', 
",1
ばたばた,"こちら が 食事 を し て いる の に も かかわら ず 、 あわただしく 掃除 を し て ばたばた し て いる ', 
",1
ばたばた,"部屋 変更 の 際 に 事前 連絡 が なく 、 扉 を 開け た 状態 で 待た れ 、 準備 が ばたばた と なっ た ', 
",1
ばたばた,"学生 が 朝 早く ど あの 開け 閉め や 夜 遅く 廊下 を ばたばた と 走る 、 でかい 声 で 笑っ て 話す など 、 うるさかっ た ', 
",1
ばたばた,"他 の 口こみ 通り 
",0
ばたばた,"治安 は あまり よく なく 
",0
